,l1_pt,l2_pt,l3_pt,l4_pt,l1_mass,l2_mass,l3_mass,l4_mass,l1_eta,l2_eta,l3_eta,l4_eta,l1_phi,l2_phi,l3_phi,l4_phi,event_type,weight,invariant_mass,invariant_mass_1,invariant_mass_2
0,28.007244110107422,19.479101181030273,7.6971516609191895,10.30715274810791,0.105712890625,0.105712890625,0.105712890625,0.105712890625,1.075439453125,-0.13836669921875,0.25787353515625,2.28271484375,-0.027950286865234375,-2.8544921875,1.114013671875,3.12744140625,4Muon,1.0,90.38853584576893,55.09978028798053,26.06566026341065
1,42.75326156616211,46.14784622192383,29.351083755493164,31.459983825683594,0.105712890625,0.105712890625,0.105712890625,0.105712890625,0.82373046875,0.343994140625,-1.44921875,0.41131591796875,2.9990234375,-0.515380859375,1.8818359375,-1.0712890625,4Muon,1.0,206.2068799075533,89.90937468839392,88.83980626599835
0,36.42471694946289,21.00330352783203,38.586761474609375,26.22376251220703,0.105712890625,0.105712890625,0.105712890625,0.105712890625,-1.755615234375,0.6788330078125,-0.319091796875,-2.0673828125,0.5107421875,1.6103515625,-2.72265625,-1.566162109375,4Muon,1.0,195.1098818128063,90.00687745143664,71.93448648972674
1,76.07953643798828,71.41497802734375,151.9829559326172,35.73881530761719,0.105712890625,0.105712890625,0.028228759765625,0.004261016845703125,-1.04931640625,-1.899169921875,-1.69482421875,-0.591552734375,-0.500244140625,0.2734375,-0.7108154296875,-0.1795654296875,2Electron2Muon,1.0,195.2097795875015,85.20166674025207,93.84662495748071
2,8.691545486450195,43.320133209228516,24.12318229675293,6.191285133361816,0.105712890625,0.105712890625,0.105712890625,0.105712890625,1.648681640625,0.0686798095703125,0.0705413818359375,1.644775390625,-0.6673583984375,3.0400390625,3.04345703125,-0.24505615234375,4Muon,1.0,83.03037501193431,50.41075464103681,32.36337365042362
3,51.536773681640625,41.829444885253906,32.920372009277344,30.327177047729492,0.105712890625,0.105712890625,0.105712890625,0.105712890625,-1.898193359375,-1.70556640625,2.0263671875,0.144073486328125,1.41845703125,-1.285888671875,-1.5927734375,2.19873046875,4Muon,1.0,426.0174047990951,91.09146506215428,91.10236404996198
4,70.35099029541016,41.52090835571289,74.56134033203125,39.244503021240234,0.105712890625,0.105712890625,0.105712890625,0.105712890625,0.5509033203125,1.22705078125,-1.151611328125,-1.21826171875,-1.889892578125,2.6904296875,0.12518310546875,2.03662109375,4Muon,1.0,354.7884707634489,89.43424272983644,88.43336313705136
5,20.85134506225586,29.33786392211914,8.680267333984375,12.602455139160156,0.105712890625,0.105712890625,0.105712890625,0.105712890625,0.7247314453125,1.767333984375,-0.48260498046875,0.841796875,-0.1180572509765625,2.69970703125,-0.630859375,-0.31219482421875,4Muon,1.0,91.96061908926617,55.774508935820556,15.25305044912809
6,22.659992218017578,49.45815658569336,22.45545768737793,6.617936134338379,0.105712890625,0.105712890625,0.105712890625,0.105712890625,-1.85498046875,-0.5205078125,-1.98828125,-0.37353515625,0.44842529296875,-1.650634765625,2.8017578125,-0.9913330078125,4Muon,1.0,121.9998612901273,75.37480673544809,31.82649405876795
7,70.01641845703125,47.31196975708008,46.48469543457031,41.61781692504883,0.105712890625,0.105712890625,-0.0132598876953125,-0.01091766357421875,1.110595703125,0.515380859375,-0.25848388671875,-1.59765625,-1.35693359375,0.24267578125,-0.7459716796875,-2.4375,2Electron2Muon,1.0,298.7631442024487,89.58110393574859,91.4065711567601
0,67.8404769897461,29.106433868408203,33.68959426879883,56.101463317871094,0.105712890625,0.105712890625,0.01302337646484375,-0.0256500244140625,1.6142578125,0.76318359375,0.43341064453125,0.688232421875,-2.5166015625,-0.129302978515625,-3.01708984375,0.0680389404296875,2Electron2Muon,1.0,204.39111521088228,91.3558854512928,87.62141436151833
