,l1_pt,l2_pt,l3_pt,l4_pt,l1_mass,l2_mass,l3_mass,l4_mass,l1_eta,l2_eta,l3_eta,l4_eta,l1_phi,l2_phi,l3_phi,l4_phi,event_type,weight,invariant_mass,invariant_mass_1,invariant_mass_2
0,43.9047737121582,48.882972717285156,29.898324966430664,7.301623344421387,0.105712890625,0.105712890625,0.105712890625,0.105712890625,0.247100830078125,0.4754638671875,-2.12060546875,1.276123046875,0.241851806640625,3.04345703125,-0.6163330078125,-3.02685546875,4Muon,1.0,227.758758492967,91.93212100102029,82.77897978665318
1,26.7206974029541,34.153987884521484,22.787771224975586,8.438943862915039,0.105712890625,0.105712890625,0.105712890625,0.105712890625,-1.6279296875,0.66845703125,1.480224609375,1.31591796875,-0.20263671875,0.7384033203125,-2.087890625,2.90966796875,4Muon,1.0,178.18303645109498,89.92593495063493,16.7820335773897
2,72.65435028076172,136.9140167236328,37.533138275146484,162.52877807617188,0.105712890625,0.105712890625,0.105712890625,0.105712890625,-0.455322265625,-0.47930908203125,-1.53955078125,-0.38934326171875,-1.196044921875,-0.25933837890625,2.76513671875,2.568359375,4Muon,1.0,432.14350349737606,90.07763222019163,96.10330802665948
0,146.39852905273438,21.085311889648438,39.24638748168945,36.83351516723633,0.105712890625,0.105712890625,0.0241851806640625,-0.00778961181640625,1.065673828125,0.61669921875,1.025146484375,-0.1280517578125,-1.448974609375,0.30706787109375,-1.80859375,1.337890625,2Electron2Muon,1.0,223.63636365746987,89.12706691611106,89.03620982937319
1,30.954349517822266,93.00055694580078,75.3447265625,135.61996459960938,0.105712890625,0.105712890625,0.105712890625,0.105712890625,-0.360595703125,-0.515380859375,-1.307861328125,-0.805419921875,-2.7568359375,1.525390625,2.19970703125,3.0400390625,4Muon,1.0,240.52671266920123,90.70653969218941,97.13530045702493
0,51.98238754272461,36.44070053100586,43.23847961425781,41.5755729675293,0.105712890625,0.105712890625,0.105712890625,0.105712890625,-0.6253662109375,-1.078125,0.32305908203125,-0.29986572265625,1.26611328125,-1.8994140625,-2.88134765625,-0.071533203125,4Muon,1.0,195.24580819086054,89.28058466995694,87.83516061025342
1,6.436484336853027,32.79905700683594,14.75193977355957,9.432098388671875,0.105712890625,0.105712890625,0.105712890625,0.105712890625,-1.434814453125,1.3291015625,0.167236328125,0.644287109375,-2.4208984375,-0.614501953125,1.874755859375,-3.09228515625,4Muon,1.0,91.59639203790819,58.82594369071251,15.507238311184848
2,29.19346046447754,28.215984344482422,27.925573348999023,8.837770462036133,0.105712890625,0.105712890625,0.105712890625,0.105712890625,0.38873291015625,0.5999755859375,0.6055908203125,-0.1090087890625,0.89697265625,-2.359375,-2.35986328125,-1.25048828125,4Muon,1.0,91.02060071695394,57.62785724771213,20.133183780567684
3,24.62874984741211,69.62100982666016,24.246850967407227,53.39488220214844,0.105712890625,0.105712890625,-0.00827789306640625,0.01425933837890625,0.60205078125,-0.2518310546875,2.404296875,1.019775390625,2.87353515625,-0.642822265625,0.7646484375,2.806640625,2Electron2Muon,1.0,253.34485868507292,89.1557361874288,81.66469575434519
4,78.06107330322266,41.78411865234375,13.375699043273926,101.74519348144531,0.105712890625,0.105712890625,0.003063201904296875,0.00722503662109375,0.4288330078125,0.03903961181640625,0.5762939453125,-0.69921875,-1.0302734375,0.7564697265625,-0.2803955078125,2.67333984375,2Electron2Muon,1.0,268.3447499172669,91.7775933983628,89.03272428472457
5,92.4066390991211,43.682281494140625,37.02260208129883,62.0294189453125,0.105712890625,0.105712890625,0.105712890625,0.105712890625,0.09259033203125,0.37835693359375,1.96240234375,1.17041015625,2.08544921875,0.556396484375,0.6441650390625,-1.61962890625,4Muon,1.0,287.6107465659494,89.82243661901379,95.1029809212786
6,39.739341735839844,11.045680046081543,37.39503860473633,12.062759399414062,0.105712890625,0.105712890625,0.105712890625,0.105712890625,1.80712890625,-1.025390625,-0.7598876953125,-1.048828125,2.4609375,-0.47607421875,-0.384033203125,-2.58837890625,4Muon,1.0,201.5333253447507,91.33668757384922,38.395507882083244
7,25.809553146362305,76.77325439453125,66.52577209472656,33.1169319152832,0.105712890625,0.105712890625,-0.0209808349609375,-0.007663726806640625,-0.3927001953125,0.750732421875,-0.17974853515625,-1.1435546875,-1.779052734375,0.25823974609375,-2.71826171875,1.70947265625,2Electron2Muon,1.0,252.01223235854061,92.90259636697569,88.62052673407557
8,35.824214935302734,20.86237907409668,6.0605149269104,17.52675437927246,0.105712890625,0.105712890625,0.105712890625,0.105712890625,1.944580078125,0.4940185546875,0.55224609375,1.701416015625,-2.55126953125,1.176513671875,1.164794921875,-0.1953125,4Muon,1.0,97.94940207681897,67.8851889771039,18.01231610702539
0,23.284536361694336,89.00422668457031,21.2579402923584,73.70801544189453,0.105712890625,0.105712890625,0.02593994140625,0.01690673828125,-0.593017578125,-0.6461181640625,-2.16943359375,-1.2255859375,-1.176513671875,2.21240234375,2.345703125,-1.38427734375,2Electron2Muon,1.0,228.30879501160473,90.38491695996939,85.1066580712499
1,23.67748260498047,83.33984375,22.038089752197266,98.69609832763672,0.105712890625,0.105712890625,0.0028781890869140625,0.01177978515625,-0.32061767578125,1.13623046875,-0.327880859375,-0.179595947265625,-2.85888671875,-1.47802734375,-0.8902587890625,1.6201171875,2Electron2Muon,1.0,279.2080292009192,90.4696270900303,88.9380609530957
2,13.661160469055176,31.880672454833984,50.31352615356445,48.889339447021484,0.105712890625,0.105712890625,-0.01285552978515625,0.0116119384765625,1.94873046875,0.7955322265625,0.619873046875,-0.7652587890625,0.934814453125,2.75732421875,-0.0698089599609375,-1.389892578125,2Electron2Muon,1.0,199.40539639149262,41.64514560125912,96.03588149760742
0,69.66223907470703,25.544404983520508,53.154632568359375,22.53523063659668,0.105712890625,0.105712890625,-0.0538330078125,-0.005527496337890625,-1.308837890625,-0.39111328125,-1.907470703125,-0.43994140625,-3.13671875,-0.34014892578125,0.3802490234375,-2.3994140625,2Electron2Muon,1.0,200.26059128096037,92.27731277920418,87.82643835112943
0,17.836090087890625,36.70338439941406,7.031924724578857,24.278518676757812,0.105712890625,0.105712890625,-0.000400543212890625,-0.007373809814453125,0.6561279296875,-1.770263671875,-0.985107421875,-0.8167724609375,-1.954833984375,1.48388671875,0.794189453125,-1.83935546875,2Muon2Electron,1.0,126.84178026537819,93.37575444344233,25.38940056724274
1,90.6611099243164,39.4842414855957,16.114986419677734,104.1568374633789,0.105712890625,0.105712890625,0.0069732666015625,-0.0204315185546875,-1.10009765625,-1.04931640625,-1.076904296875,-0.44873046875,-1.9521484375,-0.4111328125,-1.719970703125,1.6591796875,2Electron2Muon,1.0,262.39691942243496,83.39931686030364,85.46384795602826
2,36.25032424926758,46.886043548583984,34.789215087890625,51.47396469116211,0.105712890625,0.105712890625,0.00887298583984375,-0.016021728515625,2.0888671875,2.10107421875,0.33880615234375,1.278076171875,-0.851318359375,1.9609375,1.814453125,-1.708984375,2Electron2Muon,1.0,211.6716033929185,81.33957114834597,92.76029281592743
3,27.95603370666504,94.66320037841797,70.2699203491211,22.416074752807617,0.105712890625,0.105712890625,0.0304107666015625,-0.0020503997802734375,-0.78271484375,-0.203369140625,-1.080078125,0.05387115478515625,-2.97802734375,1.33154296875,-1.176025390625,1.7001953125,2Electron2Muon,1.0,231.0542261481629,91.00031621911569,91.8825435820414
4,46.05047607421875,40.817604064941406,24.287002563476562,47.93410873413086,0.105712890625,0.105712890625,0.0355224609375,0.0037136077880859375,-1.205810546875,-1.965087890625,-2.189453125,-0.810546875,-1.988037109375,1.122802734375,-1.985595703125,1.040283203125,2Electron2Muon,1.0,182.05364977515242,93.02488532469924,85.02005740078559
5,30.461578369140625,67.81892395019531,97.75794982910156,21.818944931030273,0.105712890625,0.105712890625,0.09210205078125,0.01149749755859375,-1.232421875,-0.584716796875,-2.24658203125,-2.005859375,-2.908203125,-0.372314453125,2.10400390625,-0.37884521484375,2Electron2Muon,1.0,276.95839770988835,91.7926011705717,88.11077753622362
6,22.7722110748291,59.89297103881836,10.283517837524414,17.240272521972656,0.105712890625,0.105712890625,0.105712890625,0.105712890625,0.7723388671875,-0.806396484375,0.7919921875,-0.8609619140625,0.16717529296875,2.94677734375,2.3486328125,2.89599609375,4Muon,1.0,125.714164076854,97.18848844732621,25.633447808481762
7,21.11930274963379,95.96048736572266,84.41194152832031,28.769638061523438,0.105712890625,0.105712890625,0.105712890625,0.105712890625,-0.22528076171875,-0.281005859375,0.3580322265625,0.5439453125,-2.93505859375,0.0452728271484375,2.32373046875,-0.8433837890625,4Muon,1.0,237.85077670360437,89.77863262366888,98.97789734801461
8,62.17643737792969,130.60765075683594,59.56243896484375,167.1363067626953,0.105712890625,0.105712890625,0.105712890625,0.105712890625,-0.4119873046875,0.149993896484375,-0.33953857421875,-0.5533447265625,-2.12939453125,-2.97412109375,0.6180419921875,-0.2615966796875,4Muon,1.0,427.9990981843751,89.95059884752298,87.61075505868547
