,l1_pt,l2_pt,l3_pt,l4_pt,l1_mass,l2_mass,l3_mass,l4_mass,l1_eta,l2_eta,l3_eta,l4_eta,l1_phi,l2_phi,l3_phi,l4_phi,event_type,weight,invariant_mass,invariant_mass_1,invariant_mass_2
0,54.132808685302734,13.582229614257812,18.768123626708984,69.89752960205078,0.105712890625,0.105712890625,0.105712890625,0.105712890625,-1.971435546875,0.5513916015625,1.6455078125,0.032470703125,2.4794921875,1.7099609375,1.015625,-0.9871826171875,4Muon,1.0,306.2947607673945,90.37023084852895,89.12273086316779
1,205.5120391845703,79.78583526611328,172.4878387451172,117.27064514160156,0.105712890625,0.105712890625,0.105712890625,0.105712890625,1.35888671875,1.309814453125,1.46484375,1.02587890625,-2.1298828125,-2.8486328125,0.875,0.4259033203125,4Muon,1.0,581.0207741643153,90.28710358078926,89.2876564323109
2,80.2308578491211,63.35940933227539,16.429466247558594,127.60360717773438,0.105712890625,0.105712890625,0.105712890625,0.105712890625,-0.6287841796875,-0.36322021484375,-1.3486328125,-0.9344482421875,3.11865234375,-1.812255859375,-2.48974609375,1.00830078125,4Muon,1.0,292.98353095888683,91.2326799160346,92.12550416695382
0,5.878049850463867,49.0527458190918,27.256343841552734,76.0488510131836,0.105712890625,0.105712890625,0.105712890625,0.105712890625,-1.656494140625,1.73583984375,-0.36431884765625,-0.6016845703125,-2.75,-1.70849609375,-2.78369140625,0.36407470703125,4Muon,1.0,267.8282046169894,91.06179513978242,91.69805929653549
1,50.35930252075195,40.82356262207031,46.793514251708984,26.105571746826172,0.105712890625,0.105712890625,0.01023101806640625,0.01122283935546875,-1.55078125,-1.234619140625,-0.32977294921875,-1.883544921875,-2.86083984375,-0.141815185546875,1.1357421875,-2.134765625,2Electron2Muon,1.0,192.28745938051998,89.82735752682443,91.96911393246941
0,27.082406997680664,39.11856460571289,208.37295532226562,44.93628692626953,0.105712890625,0.105712890625,0.105712890625,0.105712890625,-1.326904296875,0.5859375,0.28955078125,0.023670196533203125,2.3515625,-2.0537109375,-0.2882080078125,0.5086669921875,4Muon,1.0,294.2432790957774,89.28470340816425,79.39598046835427
1,126.99442291259766,57.29235076904297,12.663655281066895,166.877197265625,0.105712890625,0.105712890625,0.0038890838623046875,-0.1414794921875,1.904541015625,1.96435546875,0.3673095703125,1.778564453125,1.523681640625,2.25830078125,-2.7451171875,-1.332763671875,2Electron2Muon,1.0,380.6376352763097,61.474597457160826,92.27782967123792
2,84.43382263183594,102.42597961425781,7.9837799072265625,12.457362174987793,0.105712890625,0.105712890625,-0.0009655952453613281,0.0026111602783203125,0.28057861328125,-0.37652587890625,0.6842041015625,-0.13775634765625,0.8804931640625,0.13262939453125,-2.01171875,1.42919921875,2Muon2Electron,1.0,132.945021476856,92.12050109866094,21.448710068622827
3,26.935012817382812,100.77555084228516,115.6888198852539,22.571557998657227,0.105712890625,0.105712890625,0.105712890625,0.105712890625,-1.0146484375,-0.2972412109375,0.0694580078125,-0.6749267578125,-1.665283203125,0.1387939453125,2.4873046875,-1.82958984375,4Muon,1.0,280.10314774534396,90.23169018390114,93.53946420617946
0,35.820472717285156,50.40426254272461,62.74546432495117,33.53492736816406,0.105712890625,0.105712890625,0.105712890625,0.105712890625,0.9716796875,0.0971832275390625,0.47674560546875,0.70947265625,-0.26068115234375,2.43408203125,1.883544921875,-1.033935546875,4Muon,1.0,183.4627400367646,91.31557132589047,91.79280743062694
